s_str,t_str,st_samestr,s_stem,t_stem,st_samestem,s_pos,t_pos,st_precede,st_follow,class
that,where,0,that,where,0,IN,WRB,1,1,Ssub
develop,develop,1,develop,develop,1,VB,VB,1,0,ArtOrDet
satisfies,satisfy,0,satisfy,satisfy,1,NNS,VB,1,1,SVA
Engineering,engineering,0,Engineering,engineer,0,NNP,NN,1,1,Mec
',',',',1,',',',',1,PPR,PPR,1,0,Ssub
of,?,0,of,?,0,IN,?,0,0,Rloc
to,to,1,to,to,1,TO,TO,1,1,Wform
test,testing,0,test,test,1,NN,NN,0,1,Spar
the,the,1,the,the,1,DET,DET,1,0,Wform
five,five,1,five,five,1,CD,CD,1,1,Mec
engineers,engineers,1,engineer,engineer,1,NNS,NNS,1,0,Vt
accidentally,accidentally,1,accidentally,accidentally,1,RB,RB,1,0,SVA
that,that,1,that,that,1,IN,IN,1,0,Vform
become,become,1,become,become,1,VBN,VBN,1,0,Wtone
economical,economic,0,economical,economic,0,JJ,JJ,1,1,Wform
times,times,1,time,time,1,NNS,NNS,1,0,Wform
our,our,1,our,our,1,PRPS,PRPS,1,0,Wform
results,results,1,result,result,1,NNS,NNS,1,0,Mec
which,which,1,which,which,1,WDT,WDT,1,0,Vt
that,that,1,that,that,1,IN,IN,1,0,Trans
technology,technology,1,technology,technology,1,NN,NN,1,0,SVA
Also,?,0,Also,?,0,RB,?,0,0,Rloc
been,are,0,be,be,1,VBN,VBP,1,1,Vform
above,?,0,above,?,0,IN,?,0,0,Rloc
Postum,?,0,Postum,?,0,NNP,?,0,0,Rloc
',',',',1,',',',',1,PPR,PPR,1,0,Spar
for,?,0,for,?,0,IN,?,0,0,Rloc
the,the,1,the,the,1,DET,DET,1,0,Wform
country,country,1,country,country,1,NN,NN,1,0,Vform
The,?,0,The,?,0,DET,?,0,0,ArtOrDet
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
had,have,0,have,have,1,VBD,VB,1,1,Vt
are,is,0,be,be,1,VBP,VBZ,1,1,SVA
inventors,inventors,1,inventor,inventor,1,NNS,NNS,1,1,Mec
Hence,Hence,1,Hence,Hence,1,RB,RB,1,0,Mec
aspects,factor,0,aspect,factor,0,NNS,NN,1,0,SVA
(,(,1,(,(,1,LRB,LRB,1,0,Mec
',',',',1,',',',',1,PPR,PPR,1,1,Mec
slower,slower,1,slow,slow,1,JJR,JJR,0,1,Srun
Two,II,0,Two,II,0,CD,NNP,1,1,Spar
Mach,Mach,1,Mach,Mach,1,NNP,NNP,1,0,Mec
were,would,0,be,would,0,VBD,MD,1,1,Vm
is,is,1,be,be,1,VBZ,VBZ,1,0,Vform
',',',',1,',',',',1,PPR,PPR,1,0,Wform
implies,implied,0,imply,imply,1,VBZ,JJ,1,1,Vt
out,those,0,out,those,0,IN,DET,1,0,ArtOrDet
have,has,0,have,have,1,VB,VBZ,1,1,SVA
;,?,0,;,?,0,PPS,?,0,0,Rloc
and,and,1,and,and,1,CC,CC,1,0,Trans
the,the,1,the,the,1,DET,DET,0,0,Mec
the,the,1,the,the,1,DET,DET,1,0,Mec
Hence,Hence,1,Hence,Hence,1,RB,RB,1,0,Mec
Gordon,Gordon,1,Gordon,Gordon,1,NNP,NNP,1,1,Mec
provide,provide,1,provide,provide,1,VB,VB,1,0,Wform
use,?,0,use,?,0,NN,?,0,0,Rloc
people,people,1,people,people,1,NNS,NNS,0,0,Vt
the,the,1,the,the,1,DET,DET,1,0,Wform
is,is,1,be,be,1,VBZ,VBZ,1,0,Others
issue,issue,1,issue,issue,1,NN,NN,1,0,Vform
for,for,1,for,for,1,IN,IN,1,0,Wform
The,?,0,The,?,0,DET,?,0,0,ArtOrDet
economic,economic,1,economic,economic,1,JJ,JJ,1,1,Mec
instant,instance,0,instant,instance,0,JJ,NN,1,0,Wform
environmental,environmentally,0,environmental,environmentally,0,JJ,RB,1,1,Wform
had,?,0,have,?,0,VBD,?,0,0,Vt
not,not,1,not,not,1,RB,RB,1,0,Vform
has,?,0,have,?,0,VBZ,?,0,0,Vt
has,?,0,have,?,0,VBZ,?,0,0,Vt
has,?,0,have,?,0,VBZ,?,0,0,Vt
solutions,solutions,1,solution,solution,1,NNS,NNS,1,0,Vform
made,making,0,make,make,1,VBN,VBG,1,0,Vform
booming,booming,1,boom,boom,1,JJ,JJ,1,0,Wform
had,have,0,have,have,1,VBD,VB,1,1,Vt
solutions,solutions,1,solution,solution,1,NNS,NNS,1,0,SVA
was,is,0,be,be,1,VBD,VBZ,1,0,Vt
a,?,0,a,?,0,DET,?,0,0,Rloc
live,?,0,live,?,0,JJ,?,0,0,Rloc
attending,attend,0,attend,attend,1,VBG,VB,1,1,Vform
meet,meet,1,meet,meet,1,VB,VB,1,0,ArtOrDet
the,?,0,the,?,0,DET,?,0,0,Rloc
technologies,technologies,1,technology,technology,1,NNS,NNS,1,1,Um
hamper,hampers,0,hamper,hamper,1,VB,VBZ,0,1,SVA
be,be,1,be,be,1,VB,VB,1,1,Trans
their,its,0,their,it,0,PRPS,PRPS,1,1,Pref
nation,nation,1,nation,nation,1,NN,NN,1,0,Trans
'%20and','%20and',1,'%20and','%20and',1,POS,POS,1,1,Wform
nation,nation,1,nation,nation,1,NN,NN,1,0,SVA
meet,meet,1,meet,meet,1,VB,VB,1,0,ArtOrDet
China,China,1,China,China,1,NNP,NNP,1,0,Npos
that,the,0,that,the,0,IN,DET,1,1,ArtOrDet
pirate,pirated,0,pirate,pirate,1,NN,VBN,1,0,Wform
in,in,1,in,in,1,IN,IN,1,0,Mec
social,social,1,social,social,1,JJ,JJ,1,0,Wform
demands,?,0,demand,?,0,NNS,?,0,0,Rloc
Nowadays,Nowadays,1,Nowadays,Nowadays,1,RB,RB,1,0,Mec
Till,Until,0,Till,Until,0,IN,IN,1,1,Wtone
which,which,1,which,which,1,WDT,WDT,1,1,Wform
',',?,0,',',?,0,PPR,?,0,0,Rloc
that,?,0,that,?,0,IN,?,0,0,Rloc
',',',',1,',',',',1,PPR,PPR,1,1,Wform
parf,part,0,parf,part,0,NN,NN,1,1,Mec
actually,actually,1,actually,actually,1,RB,RB,1,0,SVA
Actually,?,0,Actually,?,0,RB,?,0,0,Rloc
lower,lower,1,low,low,1,JJR,JJR,1,0,Pref
use,use,1,use,use,1,NN,NN,1,1,Pref
each,each,1,each,each,1,DET,DET,1,1,Mec
early,early,1,early,early,1,JJ,JJ,1,1,Mec
However,However,1,However,However,1,RB,RB,1,0,Mec
as,?,0,as,?,0,IN,?,0,0,Mec
Hence,Hence,1,Hence,Hence,1,RB,RB,1,0,Mec
as,?,0,as,?,0,IN,?,0,0,Mec
to,?,0,to,?,0,TO,?,0,0,Spar
Improve,Improving,0,Improve,Improving,0,VB,NN,1,0,Vform
on,?,0,on,?,0,IN,?,0,0,Rloc
lifespan,lifespan,1,lifespan,lifespan,1,NN,NN,1,0,Wform
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
on,?,0,on,?,0,IN,?,0,0,Rloc
article,article,1,article,article,1,NN,NN,1,0,Mec
process,process,1,process,process,1,NN,NN,1,1,Sfrag
enterprises,enterprises,1,enterprise,enterprise,1,NNS,NNS,1,0,SVA
pursuing,?,0,pursue,?,0,VBG,?,0,0,ArtOrDet
discovering,discovery,0,discover,discovery,0,VBG,NN,1,1,Vform
precious,good,0,precious,good,0,JJ,JJ,1,1,Wtone
Since,?,0,Since,?,0,IN,?,0,0,Ssub
',',?,0,',',?,0,PPR,?,0,0,Rloc
bankrupt,bankcruptcy,0,bankrupt,bankcruptcy,0,JJ,NN,1,1,Wform
companies,companies,1,company,company,1,NNS,NNS,1,0,Vt
the,these,0,the,these,0,DET,DET,1,1,Pref
any,?,0,any,?,0,DET,?,0,0,Rloc
',',',',1,',',',',1,PPR,PPR,1,0,Pref
still,still,1,still,still,1,RB,RB,0,0,Vt
',',?,0,',',?,0,PPR,?,0,0,Vt
',',?,0,',',?,0,PPR,?,0,0,Rloc
that,?,0,that,?,0,IN,?,0,0,Mec
the,?,0,the,?,0,DET,?,0,0,Rloc
it,?,0,it,?,0,PRP,?,0,0,Pref
society,society,1,society,society,1,NN,NN,1,0,SVA
as,?,0,as,?,0,IN,?,0,0,Rloc
Innovation,Innovation,1,Innovation,Innovation,1,NNP,NNP,1,1,Mec
as,?,0,as,?,0,IN,?,0,0,Rloc
China,China,1,China,China,1,NNP,NNP,1,1,Mec
enterprisers,entrepreneurs,0,enterpriser,entrepreneur,0,NNS,NNS,0,1,Wform
The,?,0,The,?,0,DET,?,0,0,ArtOrDet
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
fact,fact,1,fact,fact,1,NN,NN,1,0,Mec
However,?,0,However,?,0,RB,?,0,0,Trans
at,at,1,at,at,1,IN,IN,1,0,Mec
which,where,0,which,where,0,WDT,WRB,1,1,Pform
solutions,solutions,1,solution,solution,1,NNS,NNS,1,1,Wtone
you,us,0,you,us,0,PRP,PRP,1,1,Wtone
efficient,efficiently,0,efficient,efficiently,0,JJ,RB,1,1,WOadv
needs,?,0,need,?,0,NNS,?,0,0,Rloc
that,?,0,that,?,0,IN,?,0,0,Ssub
Supposing,Suppose,0,Supposing,Suppose,0,NNP,VB,1,1,Vform
',',',',1,',',',',1,PPR,PPR,1,1,Rloc
safe,safe,1,safe,safe,1,JJ,JJ,1,0,Wform
best,best,1,good,good,1,RB,RB,1,1,SVA
ever,?,0,ever,?,0,RB,?,0,0,Rloc
at,?,0,at,?,0,IN,?,0,0,Rloc
Firs,First,0,Firs,First,0,NNP,NNP,1,1,Mec
the,its,0,the,it,0,DET,PRPS,1,1,Pref
Today,Today,1,Today,Today,1,NNP,NNP,1,0,Mec
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
economy,economic,0,economy,economic,0,NN,JJ,1,1,Wform
',',',',1,',',',',1,PPR,PPR,1,0,Trans
the,?,0,the,?,0,DET,?,0,0,ArtOrDet
is,is,1,be,be,1,VBZ,VBZ,1,1,Mec
easily,easily,1,easily,easily,1,RB,RB,1,0,Wtone
mean,means,0,mean,mean,1,JJ,NNS,1,1,SVA
mentioned,mentioned,1,mention,mention,1,VBN,VBN,1,1,Others
have,had,0,have,have,1,VB,VBD,1,1,Vt
materials,materials,1,material,material,1,NNS,NNS,1,0,Vt
tuas,Tuas,0,tuas,Tuas,0,NNS,NNP,1,1,Mec
have,had,0,have,have,1,VB,VBD,1,1,Vt
increases,?,0,increase,?,0,NNS,?,0,0,Vt
are,?,0,be,?,0,VBP,?,0,0,Vt
demand,?,0,demand,?,0,NN,?,0,0,Vt
there,there,1,there,there,1,RB,RB,1,0,SVA
are,were,0,be,be,1,VBP,VBD,1,1,Vt
the,?,0,the,?,0,DET,?,0,0,Rloc
is,are,0,be,be,1,VBZ,VBP,1,1,SVA
they,?,0,they,?,0,PRP,?,0,0,Rloc
But,?,0,But,?,0,CC,?,0,0,Rloc
was,had,0,be,have,0,VBD,VBD,1,0,Vform
bright,brighter,0,bright,bright,1,JJ,NN,0,1,Wform
made,make,0,make,make,1,VBN,VB,1,1,Vform
dinner,a,0,dinner,a,0,NN,DET,1,1,ArtOrDet
Anyhow,Anyway,0,Anyhow,Anyway,0,RB,RB,1,0,Wform
increases,increase,0,increase,increase,1,NNS,NN,1,1,Vform
on,on,1,on,on,1,IN,IN,1,0,ArtOrDet
the,a,0,the,a,0,DET,DET,1,1,ArtOrDet
of,of,1,of,of,1,IN,IN,1,0,Pref
Contradictory,Contrary,0,Contradictory,Contrary,0,JJ,JJ,1,1,Wform
New,?,0,New,?,0,NNP,?,0,0,Rloc
transit,Transit,0,transit,Transit,0,NN,NNP,1,1,Mec
lead,?,0,lead,?,0,NN,?,0,0,SVA
is,?,0,be,?,0,VBZ,?,0,0,Vt
dead,died,0,dead,die,0,JJ,VBN,1,1,Wform
was,is,0,be,be,1,VBD,VBZ,1,1,Vt
'"','"',1,'"','"',1,PPR,PPR,1,1,Vt
Schoenbein,Schoenbein,1,Schoenbein,Schoenbein,1,NNP,NNP,1,0,Mec
can,could,0,can,could,0,MD,MD,1,1,Vm
an,a,0,an,a,0,DET,DET,1,1,ArtOrDet
prudential,prudent,0,prudential,prudent,0,JJ,JJ,1,1,Wform
is,was,0,be,be,1,VBZ,VBD,1,1,Vt
prudential,prudent,0,prudential,prudent,0,JJ,JJ,1,1,Wform
do,did,0,do,do,1,VB,VBD,1,1,Vt
contribute,contributions,0,contribute,contribution,0,VB,NNS,1,1,Wform
Technology,Technology,1,Technology,Technology,1,NNP,NNP,0,0,Mec
the,the,1,the,the,1,DET,DET,1,0,Others
industry,industry,1,industry,industry,1,NN,NN,1,1,Vform
the,the,1,the,the,1,DET,DET,1,0,Wform
The,?,0,The,?,0,DET,?,0,0,Rloc
are,?,0,be,?,0,VBP,?,0,0,Rloc
it,it,1,it,it,1,PRP,PRP,1,0,Vt
actually,actually,1,actually,actually,1,RB,RB,1,0,Vt
is,was,0,be,be,1,VBZ,VBD,1,1,Vt
successfully,successfully,1,successfully,successfully,1,RB,RB,1,0,Vt
he,he,1,he,he,1,PRP,PRP,1,0,Vt
'\'','\'',1,\,\,1,SYM,SYM,1,1,Vt
discoveries,discoveries,1,discovery,discovery,1,NNS,NNS,1,0,Vt
And,?,0,And,?,0,CC,?,0,0,Rloc
is,was,0,be,be,1,VBZ,VBD,1,1,Vt
is,was,0,be,be,1,VBZ,VBD,1,1,Vt
functions,functioned,0,function,function,1,NNS,VBD,1,1,Vt
find,found,0,find,find,1,VB,VBN,1,1,Vt
make,made,0,make,make,1,VB,VBN,1,1,Vt
more,?,0,more,?,0,JJR,?,0,0,Rloc
which,which,1,which,which,1,WDT,WDT,1,0,Vt
that,?,0,that,?,0,IN,?,0,0,Rloc
up,?,0,up,?,0,IN,?,0,0,Rloc
by,?,0,by,?,0,IN,?,0,0,Rloc
vehicles,vehicles,1,vehicle,vehicle,1,NNS,NNS,1,0,Vt
',',',',1,',',',',1,PPR,PPR,1,0,Vt
this,that,0,this,that,0,DET,IN,1,1,Pref
cars,cars,1,car,car,1,NNS,NNS,1,0,SVA
the,the,1,the,the,1,DET,DET,1,0,Vform
It,It,1,It,It,1,PRP,PRP,1,1,Vform
a,?,0,a,?,0,DET,?,0,0,Rloc
about,?,0,about,?,0,IN,?,0,0,Rloc
the,the,1,the,the,1,DET,DET,0,0,Wform
existing,?,0,exist,?,0,VBG,?,0,0,Rloc
more,more,1,more,more,1,JJR,JJR,1,0,Wform
indicates,indicate,0,indicate,indicate,1,VBZ,VB,1,1,SVA
Charging,?,0,Charging,?,0,VBG,?,0,0,Rloc
undergraduate,undergraduates,0,undergraduate,undergraduate,1,JJ,NNS,1,0,Vform
among,among,1,among,among,1,IN,IN,1,0,Others
secured,secure,0,secure,secure,1,JJ,JJ,1,0,Vform
throughout,and,0,throughout,and,0,IN,CC,1,1,Others
leave,leave,1,leave,leave,1,NN,NN,1,1,Srun
the,?,0,the,?,0,DET,?,0,0,Rloc
there,there,1,there,there,1,RB,RB,1,0,Vt
will,might,0,will,may,0,MD,MD,1,1,Vm
do,did,0,do,do,1,VB,VBD,1,1,Vt
in,in,1,in,in,1,IN,IN,1,1,Wform
in,in,1,in,in,1,IN,IN,1,0,Wform
hamper,hampers,0,hamper,hamper,1,VB,VBZ,1,1,SVA
piratical,pirated,0,piratical,pirate,0,NN,VBN,1,1,Wform
'"','"',1,'"','"',1,PPR,PPR,1,1,Vt
turn,turn,1,turn,turn,1,NN,NN,1,1,SVA
efficient,efficient,1,efficient,efficient,1,JJ,JJ,1,0,Wform
current,current,1,current,current,1,JJ,JJ,1,0,Wform
away,?,0,away,?,0,RB,?,0,0,Rloc
the,the,1,the,the,1,DET,DET,1,0,Wform
machine,machinery,0,machine,machinery,0,NN,NN,1,0,Wform
agriculture,agricultural,0,agriculture,agricultural,0,NN,JJ,1,1,Wform
got,obtained,0,get,obtain,0,VBN,VBN,1,1,Wtone
inhuman,inhumane,0,inhuman,inhumane,0,JJ,JJ,1,1,Wform
from,from,1,from,from,1,IN,IN,1,1,Wtone
the,the,1,the,the,1,DET,DET,1,1,Vt
'"roughly','"roughly',1,'"roughly','"roughly',1,PPR,PPR,1,1,Wform
materials,materials,1,material,material,1,NNS,NNS,1,0,SVA
are,is,0,be,be,1,VBP,VBZ,1,1,SVA
the,the,1,the,the,1,DET,DET,1,0,Mec
still,still,1,still,still,1,RB,RB,1,0,SVA
was,was,1,be,be,1,VBD,VBD,1,1,SVA
that,?,0,that,?,0,IN,?,0,0,Rloc
the,?,0,the,?,0,DET,?,0,0,Rloc
seems,seemed,0,seem,seem,1,VBZ,VBD,1,0,Vt
they,they,1,they,they,1,PRP,PRP,1,0,Vt
they,they,1,they,they,1,PRP,PRP,1,0,Vt
have,had,0,have,have,1,VB,VBD,1,1,Vt
The,?,0,The,?,0,DET,?,0,0,ArtOrDet
that,that,1,that,that,1,IN,IN,1,0,SVA
varies,variety,0,vary,variety,0,VBZ,NN,1,1,Wform
tough,demanding,0,tough,demand,0,JJ,VBG,1,1,Wtone
since,since,1,since,since,1,IN,IN,1,0,Wtone
As,?,0,As,?,0,IN,?,0,0,Rloc
teaches,teachers,0,teach,teacher,0,VBZ,NNS,1,1,Mec
do,doing,0,do,do,1,VB,VBG,1,1,Spar
intelligentsias,intelligence,0,intelligentsia,intelligence,0,NNS,NN,1,1,Mec
that,that,1,that,that,1,IN,IN,1,0,Vt
that,that,1,that,that,1,IN,IN,1,0,Vt
have,has,0,have,have,1,VB,VBZ,1,1,SVA
on,on,1,on,on,1,IN,IN,1,1,Trans
from,From,0,from,From,0,IN,IN,1,1,Mec
it,it,1,it,it,1,PRP,PRP,1,1,ArtOrDet
sorts,types,0,sort,type,0,NNS,NNS,1,1,Wtone
make,make,1,make,make,1,VB,VB,1,1,Wform
is,are,0,be,be,1,VBZ,VBP,1,1,SVA
researchers,researchers,1,researcher,researcher,1,NNS,NNS,1,0,Vt
they,they,1,they,they,1,PRP,PRP,1,0,Vt
out,?,0,out,?,0,IN,?,0,0,Rloc
it,it,1,it,it,1,PRP,PRP,1,0,SVA
is,was,0,be,be,1,VBZ,VBD,1,1,Vt
gave,given,0,give,give,1,VBD,VBN,1,1,Vt
has,have,0,have,have,1,VBZ,VB,0,1,SVA
with,?,0,with,?,0,IN,?,0,0,Rloc
and,and,1,and,and,1,CC,CC,1,0,ArtOrDet
',',',',1,',',',',1,PPR,PPR,1,1,Mec
',',',',1,',',',',1,PPR,PPR,1,0,Mec
obevious,obvious,0,obevious,obvious,0,NNS,JJ,1,1,Mec
has,have,0,have,have,1,VBZ,VB,1,1,SVA
students,students,1,student,student,1,NNS,NNS,1,0,Npos
',',',',1,',',',',1,PPR,PPR,1,0,Pform
one,ones,0,one,one,1,CD,NNS,1,0,Vt
downloading,download,0,download,download,1,VBG,NN,1,1,Vform
hand-size,hand-sized,0,hand-size,hand-sized,0,JJ,JJ,1,1,Wform
is,is,1,be,be,1,VBZ,VBZ,1,0,Wform
and,and,1,and,and,1,CC,CC,1,0,Vform
to,to,1,to,to,1,TO,TO,1,0,Mec
their,their,1,their,their,1,PRPS,PRPS,0,0,Mec
an,an,1,an,an,1,DET,DET,1,0,Wform
and,and,1,and,and,1,CC,CC,1,1,Trans
dictronary,dictronary,1,dictronary,dictronary,1,NN,NN,1,1,Mec
they,they,1,they,they,1,PRP,PRP,1,0,Vt
begin,begins,0,begin,begin,1,VB,VBZ,1,1,Vform
television,television,1,television,television,1,NN,NN,1,1,Spar
an,an,1,an,an,1,DET,DET,1,1,Vform
that,that,1,that,that,1,IN,IN,1,0,Vt
as,as,1,as,as,1,IN,IN,1,0,Wform
ways,ways,1,ways,ways,1,NNS,NNS,1,0,Vt
and,and,1,and,and,1,CC,CC,1,0,Vform
differs,differ,0,differ,differ,1,VBZ,VB,1,1,Vform
developing,develop,0,develop,develop,1,VBG,VB,1,1,Vform
to,for,0,to,for,0,TO,IN,1,1,Trans
the,?,0,the,?,0,DET,?,0,0,Rloc
and,and,1,and,and,1,CC,CC,1,1,Vm
that,that,1,that,that,1,IN,IN,1,0,SVA
more,more,1,more,more,1,JJR,JJR,1,0,Wform
use,used,0,use,use,1,NN,VBN,1,1,Vform
will,will,1,will,will,1,MD,MD,1,0,Vform
solution,solutions,0,solution,solution,1,NN,NNS,1,0,SVA
warming,warming,1,warm,warm,1,NN,NN,1,0,Wform
the,the,1,the,the,1,DET,DET,1,0,Wform
on,on,1,on,on,1,IN,IN,1,0,Vform
could,ca,0,could,ca,0,MD,MD,1,1,Vt
have,has,0,have,have,1,VB,VBZ,1,1,SVA
China,China,1,China,China,1,NNP,NNP,1,0,SVA
concised,concise,0,concised,concise,0,NN,NN,1,1,Mec
on,?,0,on,?,0,IN,?,0,0,Rloc
existed,existing,0,exist,exist,1,VBN,VBG,1,1,Vt
',',',',1,',',',',1,PPR,PPR,1,1,ArtOrDet
gain,gained,0,gain,gain,1,NN,VBN,1,1,Vform
find,found,0,find,find,1,VB,VBN,1,1,Vt
While,while,0,While,while,0,IN,IN,1,1,Mec
no,no,1,no,no,1,DET,DET,1,1,Rloc
more,more,1,more,more,1,JJR,JJR,1,0,Mec
lead,leads,0,lead,lead,1,NN,NNS,1,1,SVA
on,?,0,on,?,0,IN,?,0,0,Rloc
resulted,resulting,0,result,result,1,VBN,VBG,1,1,Vform
3M,3M,1,3M,3M,1,NNP,NNP,1,1,Vt
pads,pads,1,pad,pad,1,NNS,NNS,1,0,Vt
laptop,laptop,1,laptop,laptop,1,NN,NN,1,0,Vt
where,?,0,where,?,0,WRB,?,0,0,Rloc
competitors,?,0,competitor,?,0,NNS,?,0,0,Mec
using,using,1,use,use,1,VBG,VBG,1,1,Mec
discuss,discussed,0,discus,discuss,0,VB,VBN,1,1,Vt
2005,2005,1,2005,2005,1,CD,CD,1,1,SVA
well-rounded,well-rounded,1,well-rounded,well-rounded,1,JJ,JJ,1,1,Trans
methodology,methodology,1,methodology,methodology,1,NN,NN,1,0,SVA
the,?,0,the,?,0,DET,?,0,0,Rloc
defined,define,0,define,define,1,VBN,VB,1,1,Vt
to,to,1,to,to,1,TO,TO,1,1,Spar
facilities,facilities,1,facility,facility,1,NNS,NNS,1,0,Mec
market,market,1,market,market,1,NN,NN,1,0,Mec
two,?,0,two,?,0,CD,?,0,0,Rloc
is,is,1,be,be,1,VBZ,VBZ,1,1,Vform
in,during,0,in,during,0,IN,IN,1,0,Pref
of,of,1,of,of,1,IN,IN,1,0,Pref
on,?,0,on,?,0,IN,?,0,0,Rloc
problems,problems,1,problem,problem,1,NNS,NNS,1,0,Mec
Hence,Hence,1,Hence,Hence,1,RB,RB,0,0,Mec
and,and,1,and,and,1,CC,CC,1,0,Others
Hence,Hence,1,Hence,Hence,1,RB,RB,1,0,Mec
have,has,0,have,have,1,VB,VBZ,1,1,SVA
an,?,0,an,?,0,DET,?,0,0,ArtOrDet
process,process,1,process,process,1,NN,NN,1,0,Trans
it,this,0,it,this,0,PRP,DET,1,1,ArtOrDet
is,is,1,be,be,1,VBZ,VBZ,1,0,ArtOrDet
years,years,1,years,years,1,NNS,NNS,1,0,Mec
penal,panel,0,penal,panel,0,NN,NN,1,1,Mec
penal,panel,0,penal,panel,0,NN,NN,1,1,Mec
its,its,1,it,it,1,PRPS,PRPS,1,0,Wform
basis,basis,1,basis,basis,1,NN,NN,1,1,ArtOrDet
nurses,nurses,1,nurse,nurse,1,NNS,NNS,1,1,Spar
a,the,0,a,the,0,DET,DET,1,1,ArtOrDet
Other,Another,0,Other,Another,0,JJ,DET,1,1,ArtOrDet
face,faced,0,face,face,1,NN,VBN,1,1,Wform
come,comes,0,come,come,1,VB,VBZ,1,1,SVA
design,designing,0,design,design,1,NN,VBG,1,1,Wform
present,presence,0,present,presence,0,JJ,NN,1,1,Wform
that,?,0,that,?,0,IN,?,0,0,Rloc
is,are,0,be,be,1,VBZ,VBP,1,0,SVA
hundred,hundreds,0,hundred,hundred,1,CD,NNS,0,1,Wform
face,faced,0,face,face,1,NN,VBN,1,1,Wform
including,include,0,include,include,1,VBG,VB,1,1,Wform
face,faced,0,face,face,1,NN,VBN,1,0,Wform
a,?,0,a,?,0,DET,?,0,0,ArtOrDet
